2024-01-19,63176500
2024-01-22,52868300
2024-01-23,92348600
2024-01-24,84906000
2024-01-25,63212700
2024-01-26,78977300
2024-01-29,73452800
2024-01-30,73136400
2024-01-31,102581200
2024-02-01,104208700
2024-02-02,99324000
2024-02-05,57983300
2024-02-06,87651000
2024-02-07,92953500
2024-02-12,87949400
2024-02-13,66072400
2024-02-15,164748900
2024-02-16,142277200
2024-02-19,53341300
2024-02-20,63997700
2024-02-21,75371600
2024-02-22,66913000
2024-02-23,55192300
2024-02-26,41356000
2024-02-27,43735800
2024-02-28,54043100
2024-02-29,126671200
2024-03-01,51520600
2024-03-04,43822900
2024-03-05,61952900
2024-03-06,70242200
2024-03-07,118369300
2024-03-08,100947200
2024-03-13,141622600
2024-03-14,110681100
2024-03-15,154176800
2024-03-18,62444100
2024-03-19,55004800
2024-03-20,66269700
2024-03-21,90279400
2024-03-22,91968200
2024-03-25,66971000
2024-03-26,65742700
2024-03-27,39514100
2024-03-28,79229700
2024-04-01,79248700
2024-04-02,76763100
2024-04-03,177418400
2024-04-04,75993500
2024-04-05,70428600
2024-04-16,283265900
2024-04-17,95620700
2024-04-18,127134000
2024-04-19,147784300
2024-04-22,128908000
2024-04-23,178833000
2024-04-24,132832700
2024-04-25,104874100
2024-04-26,100932900
2024-04-29,90063500
2024-04-30,109623000
2024-05-02,97079400
2024-05-03,81200400
2024-05-06,53076200
2024-05-07,66746800
2024-05-08,112808900
2024-05-13,145469900
2024-05-14,95363500
2024-05-15,54741900
2024-05-16,61126000
2024-05-17,99848500
2024-05-20,87890100
2024-05-21,75311400
2024-05-22,121712700
2024-05-27,128578500
2024-05-28,73945700
2024-05-29,117351600
2024-05-30,207115100
2024-05-31,756431600
2024-06-03,72197700
2024-06-04,75353100
2024-06-05,82087300
2024-06-06,44991300
2024-06-07,51599800
2024-06-10,45584700
2024-06-11,68690900
2024-06-12,49785700
2024-06-13,84652200
2024-06-14,52986300
2024-06-19,100051000
2024-06-20,81474800
2024-06-21,166841200
2024-06-24,79592300
2024-06-25,80029000
2024-06-26,77913200
2024-06-27,89150700
2024-06-28,166172300
2024-07-01,68634600
2024-07-02,78848500
2024-07-03,55860200
2024-07-04,67054000
2024-07-05,36946900
2024-07-08,72903600
2024-07-09,61853200
2024-07-10,62325900
2024-07-11,55908400
2024-07-12,62646500
2024-07-15,36682600
2024-07-16,37192700
2024-07-17,90666000
2024-07-18,65383200
2024-07-19,53880300
2024-07-22,31285300
2024-07-23,39321100
2024-07-24,24658000
2024-07-25,98088100
2024-07-26,75565800
2024-07-29,69092500
2024-07-30,32122900
2024-07-31,82519900
2024-08-01,61176200
2024-08-02,55699900
2024-08-05,126328300
2024-08-06,78473900
2024-08-07,52327400
2024-08-08,54162100
2024-08-09,47062400
2024-08-12,40364100
2024-08-13,55207100
2024-08-14,47999100
2024-08-15,33396600
2024-08-16,40731400
2024-08-19,51054400
2024-08-20,60304400
2024-08-21,84848800
2024-08-22,56611600
2024-08-23,46651600
2024-08-26,35145600
2024-08-27,60448400
2024-08-28,38489900
2024-08-29,53004700
2024-08-30,158403700
2024-09-02,72008600
2024-09-03,50950200
2024-09-04,44817000
2024-09-05,39332900
2024-09-06,31541800
2024-09-09,36185100
2024-09-10,55093100
2024-09-11,64621300
2024-09-12,70759100
2024-09-13,70057100
2024-09-17,89745000
2024-09-18,65420200
2024-09-19,140886600
2024-09-20,142194600
2024-09-23,72553800
2024-09-24,105191100
2024-09-25,158369100
2024-09-26,84960100
2024-09-27,93027400
2024-09-30,144692100
2024-10-01,59797700
2024-10-02,86746200
2024-10-03,60887000
2024-10-04,58500400
2024-10-07,91867900
2024-10-08,99622900
2024-10-09,56835200
2024-10-10,51080000
2024-10-11,44632100
2024-10-14,31738600
2024-10-15,66635200
2024-10-16,63255900
2024-10-17,66993300
2024-10-18,56299600
2024-10-21,36472500
2024-10-22,94799500
2024-10-23,48903000
2024-10-24,85341200
2024-10-25,34847500
2024-10-28,39061500
2024-10-29,49680100
2024-10-30,114484100
2024-10-31,97553400
2024-11-01,47710000
2024-11-04,49275700
2024-11-05,50296500
2024-11-06,50324900
2024-11-07,131579100
2024-11-08,92166100
2024-11-11,128707600
2024-11-12,80378500
2024-11-13,62933100
2024-11-14,56381400
2024-11-15,63598200
2024-11-18,65716200
2024-11-19,85295300
2024-11-20,58584400
2024-11-21,93181200
2024-11-22,58396100
2024-11-25,165369400
2024-11-26,62310100
2024-11-28,57443500
